Age,Breed1,Breed2,Gender,Color1,Color2,MaturitySize,Vaccinated,FurLength,Dewormed,Sterilized,Health,Quantity,AdoptionSpeed,AdoptionSpeedBinary
12,307,0,2,2,0,2,1,1,1,1,1,1,2,0
4,307,0,1,2,0,2,1,1,1,2,1,1,1,0
3,265,0,2,6,7,1,1,2,1,2,1,1,1,0
18,266,0,2,2,0,2,3,1,1,1,1,1,2,0
1,307,0,3,2,5,2,2,2,2,2,1,3,2,0
27,307,0,2,2,7,2,1,1,1,1,1,1,4,1
60,265,265,2,1,4,2,1,2,1,1,1,2,2,0
2,266,0,2,3,5,1,2,1,1,2,1,1,2,0
5,307,307,1,4,0,3,1,1,1,1,1,1,4,1
2,265,266,1,6,7,2,2,2,1,2,1,1,2,0
1,307,0,2,2,7,2,2,2,2,2,1,1,2,0
1,307,0,2,1,2,2,2,1,1,2,1,1,2,0
1,307,307,3,2,4,3,2,1,2,2,1,3,0,0
2,307,0,1,1,0,1,1,1,1,3,1,1,2,0
4,266,0,2,3,4,1,2,1,2,2,1,1,2,0
4,266,0,1,1,7,2,2,1,2,2,1,1,3,1
2,307,0,2,1,2,2,2,1,2,2,1,1,0,0
3,264,0,1,1,2,2,2,2,2,2,1,1,4,1
3,303,266,2,1,3,2,1,2,1,2,1,1,2,0
19,128,0,1,1,2,2,1,1,1,2,1,1,4,1
12,299,0,2,2,3,1,1,1,1,1,1,1,3,1
1,266,0,2,2,3,2,2,1,2,2,1,1,2,0
7,266,0,2,3,4,2,3,1,3,3,1,1,4,1
2,266,266,3,1,6,2,2,2,2,2,1,4,3,1
4,213,307,2,2,7,2,1,2,1,1,1,1,3,1
1,307,0,1,1,2,2,3,2,3,3,1,1,3,1
3,265,264,3,1,2,3,1,2,1,2,1,6,4,1
2,264,265,1,1,2,2,2,2,1,2,1,1,1,0
24,109,0,3,3,0,3,1,2,1,2,1,2,2,0
4,205,179,2,1,7,1,1,2,1,2,1,1,1,0
7,288,266,2,7,0,2,2,1,1,2,1,1,2,0
8,266,265,3,1,5,2,2,2,2,2,1,2,4,1
16,173,10,2,2,7,3,3,1,1,1,1,1,2,0
5,307,0,2,2,5,2,2,2,2,2,1,1,4,1
1,307,307,2,1,2,2,2,1,2,2,1,1,3,1
1,264,266,1,2,3,3,2,1,2,2,1,1,3,1
3,141,307,2,2,0,2,3,1,3,2,1,1,3,1
2,299,0,2,1,6,2,2,1,2,2,1,2,2,0
2,307,0,2,2,7,2,2,1,2,2,1,1,2,0
1,307,307,3,1,2,2,2,1,2,2,1,5,2,0
8,195,179,2,5,0,2,1,2,1,1,1,1,3,1
4,307,307,1,5,0,2,1,1,1,1,1,1,4,1
60,205,0,1,5,0,1,3,3,3,2,1,1,3,1
4,266,265,2,3,7,2,1,1,1,2,1,1,2,0
1,307,0,2,2,7,2,2,1,2,2,1,1,3,1
2,266,0,1,6,0,2,1,1,1,2,1,1,3,1
3,307,0,2,1,2,2,1,1,1,2,1,1,2,0
24,266,0,2,1,2,2,2,1,2,2,1,1,3,1
48,173,307,2,2,0,2,2,1,2,2,1,1,4,1
10,247,0,1,1,3,1,1,1,1,1,1,1,2,0
1,307,0,2,1,0,2,2,2,2,3,1,1,1,0
2,249,295,1,6,7,2,2,1,2,2,1,1,3,1
3,266,0,2,1,4,2,1,1,1,2,1,1,2,0
0,307,0,3,1,2,2,2,2,3,2,1,6,3,1
4,266,0,1,1,2,1,2,1,1,2,1,1,1,0
2,266,0,2,1,4,1,2,1,2,2,1,2,4,1
2,265,0,2,5,0,1,2,2,1,2,1,1,2,0
1,266,0,2,2,7,2,3,1,3,2,1,1,3,1
1,188,189,1,1,2,2,2,2,1,2,1,2,1,0
3,266,264,3,1,6,3,1,2,1,2,1,4,3,1
3,307,307,3,1,0,1,1,1,1,2,1,2,3,1
36,189,0,2,1,2,2,2,1,1,1,1,1,1,0
2,307,0,1,1,2,2,1,2,1,2,1,1,3,1
4,266,0,1,1,4,1,2,1,2,2,1,2,4,1
8,265,299,2,1,2,2,1,2,1,2,1,1,4,1
5,266,0,1,7,0,2,3,2,3,3,1,1,2,0
1,266,0,3,1,3,2,2,2,2,2,1,4,4,1
2,307,0,2,1,2,2,2,2,2,2,1,1,2,0
2,266,0,1,1,2,1,2,1,1,2,1,5,2,0
15,307,0,1,2,5,2,1,1,1,1,1,1,3,1
3,200,0,3,1,5,2,2,1,1,2,1,4,2,0
4,307,307,2,1,6,2,1,2,1,3,1,2,3,1
12,307,0,2,7,0,2,3,3,3,3,1,1,3,1
18,152,307,1,1,2,2,1,1,1,1,1,1,4,1
1,307,0,1,1,2,2,2,2,2,2,1,1,3,1
2,307,307,2,1,0,2,1,2,1,2,1,1,2,0
2,307,307,1,1,7,2,2,2,1,2,1,1,2,0
5,247,266,1,1,7,3,1,1,1,2,1,1,1,0
8,307,307,2,2,3,2,2,2,1,2,1,1,4,1
3,266,0,2,2,3,1,2,1,2,2,1,1,4,1
16,307,0,1,5,0,2,1,1,1,1,1,1,4,1
36,218,0,1,7,0,2,3,3,1,2,1,1,2,0
3,307,0,2,5,0,2,2,3,1,2,1,1,1,0
84,205,0,1,2,7,2,3,2,3,3,1,1,2,0
3,266,0,2,1,4,2,2,1,1,1,1,1,2,0
3,265,0,3,1,4,2,2,2,2,2,1,2,4,1
4,307,0,2,1,2,2,2,1,2,3,1,1,3,1
2,307,0,1,1,2,2,2,1,1,2,1,1,1,0
4,266,0,1,3,7,2,2,1,1,2,1,1,1,0
36,205,0,1,2,7,1,2,2,2,2,1,1,3,1
6,283,0,2,2,0,1,1,1,1,1,1,1,4,1
2,265,0,2,7,0,2,2,2,2,2,1,1,1,0
1,265,0,3,1,2,1,2,2,2,2,1,4,2,0
4,307,307,2,5,0,1,1,1,1,3,1,1,4,1
20,307,0,1,1,2,2,3,1,3,3,1,2,3,1
2,266,0,1,1,7,2,2,1,2,2,1,2,1,0
2,78,0,3,1,7,2,2,1,2,2,1,2,1,0
2,266,0,1,1,7,2,2,1,1,2,1,1,1,0
36,307,0,2,2,0,2,3,1,3,2,1,1,4,1
2,307,0,2,2,0,2,3,1,3,3,1,3,4,1
12,266,266,3,5,6,2,3,1,3,3,1,7,2,0
8,254,0,2,1,3,1,1,1,1,1,1,1,1,0
12,266,0,2,1,2,2,1,1,1,2,1,4,2,0
2,283,0,1,2,5,1,2,1,2,2,1,1,1,0
12,307,0,1,1,0,2,3,2,1,3,1,1,4,1
2,307,0,2,2,5,2,2,1,1,2,1,1,3,1
5,266,0,2,5,0,3,1,1,1,2,1,1,2,0
3,265,0,1,4,0,1,2,2,2,2,1,1,1,0
4,266,0,2,2,3,2,2,1,2,2,1,2,3,1
12,307,0,1,1,0,2,2,1,2,2,1,1,3,1
4,307,0,2,2,0,2,1,2,1,1,1,1,2,0
32,179,0,1,5,0,1,1,2,1,2,1,1,2,0
7,141,307,3,1,7,2,1,1,1,1,1,2,3,1
1,307,0,2,1,7,2,2,1,3,3,1,1,3,1
3,307,0,2,2,7,2,1,2,1,2,1,1,2,0
3,265,0,1,1,6,2,2,2,1,2,1,1,3,1
2,307,0,2,2,7,2,2,1,2,3,1,3,4,1
10,266,0,1,2,0,2,1,1,1,1,1,1,4,1
29,307,307,2,1,0,2,1,2,1,1,1,2,4,1
1,307,0,2,1,2,2,2,1,2,2,1,2,3,1
48,266,0,2,1,7,3,1,1,1,1,1,1,2,0
0,266,266,3,1,6,2,2,1,2,2,1,5,4,1
1,307,0,1,1,2,2,2,1,1,2,1,1,1,0
1,266,265,3,1,4,1,2,2,2,2,1,2,3,1
2,307,0,1,1,0,2,3,1,3,3,1,1,4,1
12,266,265,1,1,7,2,1,2,1,2,1,1,2,0
0,307,0,2,2,0,2,2,1,2,1,1,1,3,1
30,152,0,2,1,3,1,1,1,3,2,1,1,3,1
2,307,0,1,2,0,2,1,2,1,2,1,1,4,1
3,307,0,1,1,2,2,1,1,1,2,1,1,4,1
6,307,0,1,2,5,2,1,1,1,1,1,1,4,1
6,266,0,2,2,0,1,1,1,1,1,1,1,3,1
2,307,0,2,3,5,2,1,1,1,2,1,1,2,0
2,266,254,1,6,7,1,2,1,2,2,1,1,1,0
3,307,0,1,5,0,2,3,1,1,2,1,1,2,0
12,253,0,1,1,7,2,1,1,1,1,1,1,4,1
12,307,0,1,1,0,2,2,1,2,2,1,1,4,1
6,60,0,2,2,0,1,1,1,1,2,1,1,3,1
2,307,0,1,1,2,2,2,1,2,2,1,1,2,0
5,307,0,2,2,0,2,3,2,1,2,1,1,2,0
3,76,307,1,1,3,3,2,1,1,2,1,1,2,0
2,265,0,2,6,0,1,2,2,2,2,1,1,3,1
4,307,0,3,2,5,3,2,1,2,2,1,6,4,1
12,307,0,1,2,0,2,3,1,3,3,1,1,2,0
2,266,0,3,1,2,1,2,2,1,2,1,2,3,1
8,307,141,1,1,2,2,3,1,3,1,1,1,2,0
5,266,266,2,2,6,1,1,1,1,2,1,1,2,0
2,266,266,2,1,7,2,2,1,1,2,1,5,4,1
10,307,307,2,1,2,2,2,1,2,2,1,1,4,1
3,266,0,1,4,7,2,2,1,1,2,1,1,4,1
12,266,0,2,1,7,2,2,2,1,1,1,1,4,1
5,299,264,1,4,7,2,2,3,2,2,1,1,3,1
11,266,0,1,4,0,2,1,1,1,1,1,1,2,0
1,289,265,3,6,0,1,2,2,2,2,1,4,4,1
1,307,0,2,1,7,3,2,1,2,2,1,1,3,1
2,307,0,2,2,0,2,2,1,1,2,1,1,2,0
2,307,0,3,1,2,2,2,1,2,2,1,2,0,0
2,307,307,2,2,0,2,2,2,1,2,1,1,3,1
5,264,0,2,6,7,2,1,2,1,2,1,1,1,0
3,218,0,1,1,0,3,1,3,1,2,1,1,4,1
5,299,266,1,3,7,2,2,1,1,2,1,1,3,1
2,307,307,2,1,2,3,3,1,3,3,1,3,2,0
1,307,307,3,2,3,2,2,2,2,2,1,6,3,1
12,307,0,2,2,0,2,1,1,1,1,1,1,4,1
2,266,0,1,2,5,2,2,1,1,2,1,1,3,1
4,303,265,2,2,5,2,1,2,1,2,1,1,2,0
6,307,0,2,2,0,2,2,1,2,1,1,1,2,0
2,265,0,1,1,4,3,2,2,1,2,1,1,3,1
6,266,0,1,1,0,2,1,1,1,2,1,1,4,1
2,307,0,2,2,0,2,2,1,2,3,1,5,4,1
2,307,0,1,1,2,2,2,1,2,2,1,1,3,1
2,266,0,1,1,5,2,2,1,2,2,1,1,4,1
2,307,0,1,2,3,2,2,1,1,2,1,1,1,0
12,265,0,2,2,0,2,2,2,1,2,1,1,1,0
8,266,0,2,2,0,2,1,1,1,1,1,1,3,1
3,266,292,2,2,5,1,3,1,3,3,1,1,2,0
4,265,0,1,1,7,2,2,2,2,2,1,1,3,1
1,218,0,2,1,2,2,2,1,2,2,1,2,1,0
2,266,0,2,1,0,1,2,1,2,2,1,1,1,0
78,205,0,1,3,7,1,1,1,1,1,1,1,0,0
24,178,0,1,7,0,1,1,3,1,2,1,1,2,0
9,266,0,2,1,0,2,2,1,2,2,1,1,3,1
12,307,0,1,1,4,2,2,1,1,2,1,1,2,0
3,266,0,1,1,3,2,2,1,1,2,1,4,2,0
2,266,0,1,1,2,2,2,1,2,2,1,1,1,0
2,266,0,1,2,7,2,2,1,2,2,1,1,3,1
3,307,218,1,3,5,2,2,2,1,2,1,1,1,0
3,307,78,2,1,2,3,1,1,1,1,1,1,3,1
4,285,265,2,7,0,2,2,3,1,2,1,1,1,0
1,307,307,3,1,2,1,2,2,2,2,1,5,4,1
3,299,0,2,1,2,1,2,1,1,2,1,1,2,0
2,266,266,3,3,7,1,2,1,2,2,1,5,1,0
80,299,0,2,1,6,2,1,1,2,1,1,1,2,0
2,307,0,1,2,7,2,2,1,1,2,1,1,1,0
72,179,0,1,2,5,1,1,2,1,1,1,1,2,0
2,307,0,3,2,0,2,2,1,2,2,1,2,4,1
2,265,0,1,1,5,2,2,2,2,2,1,1,1,0
1,265,265,2,4,5,2,2,2,2,2,1,1,3,1
2,307,0,2,2,0,1,2,1,2,2,1,1,4,1
9,266,0,1,1,4,2,2,2,2,2,1,1,4,1
2,307,0,2,1,2,2,3,1,3,2,1,1,2,0
2,307,0,2,1,2,2,3,1,3,2,1,1,2,0
3,266,0,2,2,7,1,2,1,3,3,1,1,4,1
7,307,103,2,1,2,2,1,2,1,1,1,1,2,0
2,307,307,3,5,7,2,2,1,1,1,1,5,2,0
2,307,307,2,2,3,2,3,1,3,3,1,1,4,1
12,307,0,2,2,7,2,3,2,3,3,1,1,4,1
12,307,307,2,2,0,2,1,2,1,1,1,1,3,1
4,307,0,1,5,0,3,2,2,2,2,1,1,1,0
1,307,0,2,2,0,2,2,2,2,2,1,1,1,0
1,307,0,3,1,2,2,3,1,3,2,1,8,2,0
3,264,266,1,1,6,2,2,2,2,2,1,1,1,0
3,307,0,2,1,2,2,2,1,2,2,1,1,1,0
4,307,0,1,2,0,2,3,1,1,3,1,1,3,1
1,307,0,3,1,2,2,1,1,1,2,1,2,1,0
7,103,307,1,2,7,3,1,2,1,2,1,1,1,0
9,218,307,2,1,2,2,1,2,1,1,1,1,4,1
2,266,0,2,6,7,2,1,1,1,2,1,1,4,1
24,283,283,2,7,0,2,1,1,1,2,1,1,4,1
14,307,0,1,3,0,3,1,2,1,1,1,1,4,1
3,78,307,2,1,2,2,1,1,1,1,1,1,3,1
3,307,0,3,1,0,2,2,1,2,2,1,2,2,0
2,307,307,2,7,0,2,1,2,1,2,1,1,2,0
1,307,0,2,2,0,2,2,1,2,2,1,1,3,1
11,307,0,2,2,3,3,1,2,1,3,1,1,3,1
5,103,75,2,1,2,2,3,1,3,2,1,1,2,0
2,266,0,2,1,2,2,2,1,2,2,1,1,3,1
12,307,0,2,2,3,2,1,2,1,1,1,1,4,1
6,262,266,3,2,3,2,2,1,2,3,1,4,4,1
2,307,307,2,3,0,2,1,2,1,2,1,1,1,0
1,307,0,2,1,2,2,3,1,3,2,1,1,3,1
4,299,266,2,1,6,2,2,1,2,2,1,1,1,0
1,307,307,1,1,2,2,2,2,1,2,1,1,3,1
4,307,307,2,1,7,2,1,1,1,2,1,1,4,1
4,266,0,2,5,6,2,3,1,3,2,1,1,4,1
4,307,0,2,4,0,2,3,1,1,3,1,1,4,1
10,266,252,1,1,7,2,2,1,2,2,1,1,3,1
36,179,0,1,1,6,1,1,1,1,1,1,1,2,0
3,307,0,1,1,4,2,2,1,1,3,1,1,3,1
48,141,0,1,5,0,3,1,1,1,1,1,1,2,0
2,26,307,1,1,2,3,1,1,1,2,1,1,3,1
3,265,0,1,1,2,2,2,2,1,2,1,3,2,0
96,280,0,1,7,0,3,1,3,3,3,1,1,1,0
1,307,0,1,1,2,2,3,1,3,2,1,1,3,1
3,266,0,1,1,7,2,1,1,1,2,1,1,1,0
3,266,0,2,1,4,2,2,1,2,2,1,1,0,0
3,307,141,3,1,0,2,2,1,2,2,1,3,4,1
1,307,0,2,2,0,2,2,1,2,2,1,1,1,0
4,307,0,2,1,0,2,2,1,2,2,1,1,4,1
2,307,307,3,2,0,2,3,2,3,3,1,5,4,1
1,307,0,3,1,2,1,2,1,2,3,1,6,4,1
3,307,0,2,2,7,2,3,1,3,2,1,1,2,0
12,266,0,2,2,5,1,2,1,1,1,1,1,2,0
2,307,0,1,1,0,2,2,2,2,2,1,1,2,0
6,265,0,1,4,7,2,1,2,1,2,1,1,4,1
12,307,0,2,4,0,2,1,2,1,2,1,1,3,1
5,266,0,2,1,3,2,3,1,3,1,1,1,0,0
3,266,0,2,1,2,2,2,1,2,2,1,2,2,0
2,307,0,2,2,0,2,1,1,1,2,1,1,1,0
36,70,0,1,1,2,3,1,2,1,1,1,1,4,1
24,213,205,1,2,7,2,3,3,3,3,1,1,1,0
6,266,0,1,4,0,1,2,1,1,2,1,1,2,0
2,307,0,1,3,5,2,2,1,1,2,1,1,2,0
3,307,0,2,1,2,2,1,1,1,2,1,1,2,0
1,307,0,2,2,3,1,2,2,2,2,1,1,2,0
1,265,0,2,7,0,1,2,2,1,2,1,1,1,0
2,150,307,3,1,2,2,1,1,1,2,1,6,4,1
12,265,0,2,7,0,2,2,2,1,1,1,1,3,1
2,266,0,2,1,7,1,2,1,1,2,1,1,1,0
2,266,0,3,1,2,1,3,1,3,3,1,4,3,1
1,299,0,2,3,4,2,2,2,2,2,1,5,2,0
48,266,0,2,4,0,2,1,1,1,1,1,1,4,1
5,266,0,2,1,3,2,1,1,1,1,1,1,4,1
48,243,0,1,2,5,1,1,1,1,1,1,1,4,1
10,307,0,2,1,4,1,1,1,1,1,1,1,3,1
2,307,218,2,2,0,2,1,2,1,2,1,1,1,0
4,307,0,2,6,0,2,1,1,1,2,1,1,1,0
3,285,265,1,5,0,1,2,3,1,2,1,1,4,1
12,307,141,2,7,0,2,3,1,3,1,1,1,3,1
0,266,0,3,1,3,2,2,1,2,2,1,4,0,0
6,307,0,2,2,0,2,1,1,1,1,1,1,4,1
12,179,179,2,2,5,1,3,2,3,3,1,1,2,0
3,307,0,2,2,5,2,2,2,2,2,1,1,4,1
36,75,0,1,1,2,2,1,1,1,3,1,1,1,0
2,307,0,2,1,5,2,2,1,2,2,1,1,1,0
5,266,0,2,1,3,2,1,1,3,2,1,3,1,0
3,307,0,2,1,7,2,2,2,1,2,1,1,4,1
1,265,0,2,3,7,2,2,2,2,2,1,1,1,0
3,307,0,2,1,7,2,2,1,2,2,1,1,3,1
2,307,307,1,1,0,2,1,2,1,2,1,1,2,0
3,299,266,2,1,7,2,2,1,2,2,1,2,1,0
8,266,266,2,7,0,2,2,1,2,2,1,2,4,1
1,307,0,2,2,7,2,3,1,3,2,1,1,3,1
2,265,0,3,1,6,2,2,2,2,2,1,4,1,0
24,141,307,1,5,0,3,2,1,1,2,1,1,4,1
3,307,0,2,7,0,2,1,2,1,2,1,1,4,1
72,213,0,1,7,0,2,2,2,2,2,1,1,4,1
2,307,307,1,1,7,1,2,1,1,2,1,1,4,1
42,78,0,1,1,0,3,1,1,1,2,1,1,2,0
60,207,0,2,5,0,1,3,3,3,1,1,1,0,0
2,307,0,2,1,4,2,1,1,1,2,1,1,2,0
12,109,307,3,1,2,2,3,2,3,2,1,3,3,1
1,307,0,1,5,0,2,1,1,1,1,1,1,0,0
6,294,0,1,1,6,1,1,1,1,1,1,1,4,1
10,266,0,2,2,5,2,2,1,2,1,1,1,3,1
0,307,307,3,1,2,3,3,1,3,3,1,2,1,0
2,307,307,2,1,0,2,2,2,2,2,1,1,1,0
24,307,0,2,1,0,2,1,1,1,1,1,1,4,1
27,307,307,2,2,7,2,2,2,2,2,1,1,3,1
6,247,266,2,1,2,2,2,1,2,2,1,2,2,0
60,205,0,2,1,7,2,3,2,3,1,1,1,2,0
6,60,0,2,2,0,1,2,1,2,2,1,1,3,1
8,265,0,2,4,6,1,1,2,1,2,1,1,3,1
1,307,0,2,2,0,2,3,1,3,2,1,1,2,0
1,266,0,3,1,7,2,2,2,2,2,1,2,2,0
1,307,189,2,1,2,2,2,1,1,2,1,1,1,0
28,266,266,1,1,6,2,1,1,1,1,1,1,0,0
12,307,0,2,7,0,2,3,1,3,3,1,1,4,1
2,307,0,3,1,2,2,1,1,1,2,1,9,3,1
24,292,0,1,2,7,2,1,2,1,1,1,1,3,1
1,283,0,1,3,7,2,2,1,1,2,1,4,3,1
73,285,285,2,2,5,2,1,3,1,1,1,1,3,1
24,189,0,2,1,2,4,1,1,1,1,1,1,1,0
12,266,0,3,1,7,2,1,1,1,1,1,2,4,1
2,266,0,2,2,6,1,2,1,2,2,1,1,3,1
3,307,0,1,3,5,2,2,1,2,2,1,1,3,1
11,266,0,2,7,0,2,1,1,1,1,1,1,4,1
2,307,0,2,5,0,2,2,2,1,2,1,1,2,0
5,264,0,2,6,0,2,2,2,1,2,1,1,3,1
4,265,0,2,5,0,2,1,2,1,2,1,1,4,1
14,265,0,2,4,5,2,1,2,1,2,1,1,4,1
1,266,0,2,1,7,2,2,1,1,2,1,1,1,0
2,266,0,1,1,4,1,2,1,2,2,1,1,2,0
3,307,307,1,2,0,2,1,1,3,1,1,1,4,1
3,266,0,2,7,0,2,2,1,2,2,1,1,3,1
3,307,0,1,1,2,2,3,1,3,3,1,1,4,1
2,307,307,1,7,0,2,2,1,1,2,1,1,2,0
52,49,0,1,1,2,2,1,1,1,1,1,1,3,1
4,266,0,2,1,7,1,2,1,2,2,1,1,4,1
2,307,0,2,7,0,2,3,2,3,3,1,1,4,1
4,265,0,1,4,0,2,3,2,3,3,1,1,2,0
12,307,0,2,7,0,2,1,1,1,1,1,1,4,1
2,103,307,2,1,2,2,3,2,3,2,1,1,3,1
18,307,0,2,2,7,2,3,1,3,3,1,1,4,1
6,307,70,2,3,0,3,1,3,1,1,1,1,2,0
4,266,0,1,1,2,1,2,1,2,2,1,1,2,0
2,307,307,2,2,7,2,2,2,2,2,1,1,2,0
24,266,292,3,1,5,2,1,1,1,1,1,5,1,0
1,307,307,2,2,0,2,1,2,1,2,1,1,3,1
16,266,0,1,5,0,1,2,2,2,2,1,1,1,0
3,307,0,2,2,5,2,1,1,1,2,1,1,2,0
8,307,0,1,2,0,2,1,1,1,1,1,1,2,0
9,173,307,1,2,5,2,1,1,1,2,1,1,4,1
108,301,251,1,3,0,3,1,1,1,1,1,1,2,0
1,307,0,3,2,5,2,2,1,2,2,1,9,3,1
2,265,0,1,1,0,2,2,2,1,2,1,1,2,0
14,307,72,2,1,2,2,3,2,3,1,1,1,1,0
12,266,0,1,6,7,2,1,1,1,1,1,1,4,1
2,141,307,1,2,7,2,2,2,2,2,1,1,1,0
3,265,0,2,2,4,2,2,2,2,2,1,2,2,0
2,266,0,2,2,4,2,2,1,2,2,1,3,1,0
1,266,0,1,6,7,1,2,1,2,2,1,1,1,0
16,105,0,2,1,2,2,1,2,1,1,1,1,1,0
1,307,0,2,1,2,2,2,2,2,2,1,1,2,0
2,265,0,1,3,7,2,2,2,1,2,1,1,2,0
4,307,0,2,2,0,2,1,1,1,2,1,1,3,1
72,141,0,2,5,0,3,1,2,1,1,1,1,3,1
4,307,0,3,1,5,2,1,2,1,2,1,5,4,1
2,307,0,3,1,2,2,2,1,2,2,1,6,1,0
3,266,266,1,1,2,2,1,1,3,2,1,4,3,1
1,307,0,1,1,2,2,2,2,2,2,1,1,2,0
1,307,0,2,2,0,2,2,1,1,2,1,1,3,1
3,76,307,1,1,7,2,1,1,1,3,1,1,1,0
2,266,0,2,1,7,2,2,1,1,2,1,1,2,0
7,307,0,2,2,0,2,1,1,1,1,1,1,4,1
12,266,0,1,2,7,2,2,2,2,2,1,1,4,1
48,218,205,2,7,0,2,1,3,1,2,1,1,2,0
2,307,0,3,1,2,2,2,1,1,2,1,3,2,0
2,292,0,1,1,7,2,2,1,2,2,1,1,1,0
25,265,0,3,1,2,1,2,2,1,2,1,9,4,1
12,264,0,2,1,6,2,3,3,3,3,1,1,3,1
1,307,307,2,1,2,2,2,1,1,2,1,3,2,0
2,307,0,1,7,0,2,1,1,1,2,1,1,2,0
1,266,0,3,1,5,1,2,1,2,2,1,2,1,0
6,307,0,1,1,0,2,2,1,1,2,1,1,3,1
4,241,266,1,1,2,1,2,1,2,3,1,1,4,1
12,307,0,1,1,2,2,3,2,3,3,1,1,4,1
2,307,0,2,1,3,2,2,1,1,2,1,1,3,1
36,109,0,2,2,3,3,1,2,1,2,1,1,1,0
3,307,0,2,1,2,3,3,1,3,3,1,2,4,1
5,265,0,1,3,7,3,3,2,1,2,1,1,3,1
9,266,0,1,2,0,1,1,1,1,1,1,2,3,1
1,307,307,2,2,7,2,2,2,1,2,1,1,2,0
1,265,241,2,3,5,2,2,2,1,2,1,1,3,1
1,307,0,2,2,7,2,3,1,3,3,1,1,1,0
8,307,0,2,2,0,1,2,1,1,2,1,1,3,1
12,251,243,1,6,7,1,3,1,3,3,1,1,3,1
3,266,0,1,1,6,2,2,1,1,2,1,1,3,1
10,65,65,2,5,0,3,1,2,1,1,1,1,1,0
2,307,0,2,1,7,2,1,1,1,2,1,1,3,1
22,300,265,1,3,4,3,1,2,1,1,1,1,4,1
1,307,0,1,2,0,2,2,1,1,2,1,1,4,1
2,265,0,2,1,7,1,2,2,2,2,1,2,3,1
2,266,265,3,1,2,1,2,1,1,2,1,5,2,0
14,266,0,3,1,2,2,2,2,2,2,1,4,4,1
4,307,0,3,1,3,2,1,1,1,2,1,4,2,0
1,307,307,1,2,0,2,2,1,2,2,1,1,3,1
4,266,0,2,3,7,1,1,1,1,1,1,1,3,1
6,266,0,2,1,2,1,1,1,1,1,1,3,4,1
2,307,0,1,2,7,1,1,1,1,2,1,1,1,0
48,307,307,1,2,0,1,1,1,1,1,1,1,3,1
28,169,0,1,5,0,1,1,3,1,3,1,1,1,0
2,264,266,3,1,7,2,2,2,2,2,1,5,2,0
2,266,0,3,1,2,1,2,1,3,2,1,3,1,0
48,251,0,2,4,5,2,3,2,1,1,1,6,1,0
3,266,0,1,6,7,1,1,1,1,1,1,1,4,1
108,205,0,3,2,7,1,1,2,1,1,1,2,1,0
2,299,0,1,2,4,2,2,1,1,2,1,1,2,0
5,251,0,1,1,7,2,2,1,2,3,1,1,3,1
17,265,0,2,1,4,2,1,2,1,2,1,1,4,1
24,307,0,1,1,2,2,1,1,1,1,1,1,4,1
3,307,0,2,2,7,2,2,1,1,2,1,1,2,0
1,265,265,2,1,0,1,2,2,2,2,1,1,4,1
4,266,0,1,1,0,2,2,2,2,2,1,1,3,1
1,266,0,1,1,2,1,2,1,1,2,1,4,2,0
9,265,0,1,1,6,2,2,2,2,2,1,1,1,0
1,266,299,2,3,6,2,2,1,2,2,1,2,3,1
2,307,20,2,1,2,2,2,1,1,2,1,1,2,0
6,287,0,1,3,7,2,2,2,1,2,1,1,1,0
1,265,0,3,1,7,1,2,2,2,2,1,5,1,0
2,307,0,2,1,2,2,1,1,1,2,1,1,3,1
1,307,0,3,5,7,1,2,2,2,2,1,2,4,1
1,299,0,1,1,5,1,2,1,2,2,1,1,3,1
4,265,0,3,1,5,1,1,2,1,2,1,3,4,1
9,76,0,2,1,7,3,3,1,3,1,1,1,1,0
8,307,0,2,1,2,2,1,1,1,1,1,1,2,0
3,0,266,3,1,4,1,2,1,1,2,1,3,2,0
36,307,0,1,1,2,2,1,2,1,2,1,1,4,1
24,189,0,1,1,0,4,1,2,1,1,1,1,2,0
1,307,307,2,1,2,2,3,2,2,3,1,1,4,1
1,266,0,1,1,4,2,2,1,1,2,1,3,1,0
16,266,0,1,1,7,2,1,1,1,1,1,2,4,1
3,307,0,2,5,0,2,2,1,1,2,1,1,4,1
24,307,0,2,2,0,3,1,1,1,1,1,1,4,1
3,307,0,1,1,3,2,2,1,2,2,1,1,3,1
4,78,307,2,1,5,2,1,1,1,1,1,1,3,1
2,265,265,3,1,6,1,2,2,2,2,1,3,1,0
4,266,0,1,1,6,2,2,2,2,2,1,2,4,1
10,264,0,2,3,6,2,3,3,3,3,1,1,0,0
5,266,0,1,6,7,2,2,1,1,2,1,1,3,1
3,266,0,1,2,5,1,2,1,1,2,1,1,2,0
1,265,0,2,1,2,2,3,2,3,3,1,1,2,0
2,266,299,2,1,6,2,2,1,1,2,1,1,2,0
3,307,0,1,2,7,3,2,1,1,2,1,1,2,0
2,307,0,1,1,7,2,1,2,1,2,1,1,3,1
1,307,103,1,1,2,1,3,1,3,3,1,2,1,0
12,265,0,1,7,0,2,3,2,3,3,1,1,1,0
3,307,0,1,2,0,2,1,2,1,2,1,1,4,1
33,141,0,2,2,0,2,1,1,3,2,1,1,2,0
6,195,218,1,5,6,2,1,2,1,2,1,1,4,1
2,307,307,3,1,2,2,2,1,2,2,1,6,4,1
24,266,0,1,3,4,1,3,1,1,2,1,1,4,1
1,266,265,1,3,7,2,2,1,2,2,1,1,1,0
