Age,Breed1,Breed2,Gender,Color1,Color2,MaturitySize,Vaccinated,FurLength,Dewormed,Sterilized,Health,Quantity,AdoptionSpeed,AdoptionSpeedBinary,StatusPred
6,292,266,2,1,2,1,1,1,1,1,1,1,3,1,1
3,307,0,1,5,0,2,1,1,1,2,1,1,3,1,1
9,307,102,2,1,0,1,1,1,1,1,1,1,2,0,0
24,213,307,2,1,2,2,2,2,2,1,1,1,4,1,1
1,266,0,2,1,4,1,2,1,2,2,1,1,4,1,1
48,307,0,2,7,0,2,1,2,1,1,1,1,4,1,1
3,266,0,2,4,7,2,1,2,1,2,1,1,2,0,0
3,307,0,2,1,2,2,1,1,1,2,1,1,4,1,1
2,307,307,2,1,7,2,2,1,2,2,1,1,1,0,0
21,182,0,1,1,2,1,2,1,2,2,1,1,3,1,1
1,307,0,2,1,0,1,2,1,1,2,1,2,3,1,1
4,307,0,2,2,0,2,1,1,1,1,1,1,4,1,1
48,109,307,2,2,3,2,1,2,1,2,1,1,1,0,0
2,266,266,3,1,6,1,2,2,2,2,1,4,3,1,1
2,266,266,1,1,6,1,2,1,1,2,1,1,1,0,0
10,266,266,2,6,7,2,1,1,1,1,1,1,2,0,0
4,266,0,1,6,0,2,2,2,2,2,1,1,3,1,1
2,266,0,2,1,6,1,2,1,1,2,1,1,2,0,0
2,213,307,2,5,0,1,2,2,1,2,1,1,1,0,0
8,205,0,1,2,5,1,1,2,1,2,1,1,3,1,1
1,265,0,2,7,0,1,2,2,2,2,1,1,2,0,0
1,266,0,1,2,6,2,2,1,1,2,1,1,2,0,0
3,265,0,1,7,0,1,2,2,1,2,1,1,3,1,1
15,109,141,2,3,5,2,3,1,1,3,1,1,3,1,1
3,307,0,2,2,0,2,1,1,1,2,1,1,2,0,0
2,266,0,2,1,7,2,1,1,1,2,1,1,1,0,0
2,307,0,2,2,7,2,2,1,2,2,1,1,2,0,0
2,307,0,2,1,7,2,2,1,2,2,1,1,4,1,1
10,266,0,2,1,7,2,2,2,2,2,1,1,4,1,1
36,307,0,3,1,3,3,3,3,3,3,1,4,4,1,1
10,213,178,1,3,5,2,1,3,1,2,1,1,2,0,0
3,200,0,1,5,7,3,2,1,1,1,1,1,3,1,1
4,307,0,3,1,2,1,1,1,1,2,1,3,4,1,1
8,307,307,1,2,0,2,1,1,1,2,1,1,2,0,0
2,307,307,2,2,7,2,1,2,1,2,1,1,1,0,0
12,39,307,2,1,2,2,1,1,1,1,1,1,4,1,1
108,152,0,2,1,0,1,1,1,1,2,1,1,1,0,0
12,179,0,1,5,0,1,3,2,3,3,1,1,0,0,0
2,307,0,2,2,0,2,1,1,1,2,1,1,3,1,1
6,307,0,2,2,0,2,1,2,1,3,1,1,3,1,1
5,307,0,1,1,2,2,1,1,1,2,1,1,4,1,1
2,307,0,3,1,2,2,2,1,1,2,1,3,2,0,0
2,266,0,1,1,7,2,2,1,1,2,1,1,3,1,1
6,76,0,1,1,7,3,2,1,1,2,1,1,1,0,0
0,266,0,3,1,2,2,2,2,2,2,1,4,2,0,0
7,266,0,1,1,7,2,1,1,1,1,1,1,2,0,0
11,49,0,2,1,2,2,1,1,1,1,1,1,1,0,0
29,307,0,2,2,5,2,1,1,1,3,1,1,3,1,1
2,266,0,2,2,0,1,2,1,2,2,1,1,1,0,0
4,307,0,2,5,0,2,1,1,1,2,1,1,3,1,1
12,203,307,1,1,2,2,1,2,1,1,1,1,3,1,1
9,307,78,2,1,2,2,2,1,1,1,1,1,4,1,1
1,307,0,2,1,0,1,2,1,2,2,1,2,4,1,1
1,307,0,3,1,5,2,2,1,1,2,1,4,2,0,0
12,266,0,2,1,7,4,1,1,1,1,1,1,0,0,0
60,205,307,2,1,2,1,3,2,1,3,1,1,4,1,1
5,285,247,2,1,4,2,2,1,2,2,1,1,2,0,0
41,307,0,2,2,3,2,1,1,1,1,1,1,4,1,1
16,205,0,1,1,2,1,1,3,1,1,1,1,1,0,0
3,285,264,3,2,4,1,2,2,2,2,1,4,1,0,0
7,264,285,2,1,6,2,3,3,3,3,1,1,4,1,1
3,307,0,2,2,0,2,2,1,1,2,1,1,2,0,0
3,307,0,1,2,7,2,1,2,1,2,1,1,2,0,0
2,307,0,2,5,0,2,1,1,1,2,1,1,4,1,1
12,265,0,2,1,2,2,3,2,3,2,1,2,2,0,0
1,264,0,3,1,2,1,2,1,2,2,1,3,0,0,0
3,307,0,2,1,2,2,2,1,2,2,1,1,3,1,1
4,218,2,2,1,2,2,2,1,1,2,1,1,1,0,0
7,44,0,2,2,0,2,3,1,3,3,1,1,4,1,1
2,242,243,2,2,0,1,2,1,1,2,1,1,3,1,1
2,265,0,2,1,7,2,3,2,3,3,1,1,1,0,0
10,307,0,2,1,0,2,1,1,1,1,1,1,4,1,1
4,307,307,1,4,0,1,1,1,1,3,1,1,4,1,1
2,307,109,2,2,0,2,1,2,1,2,1,2,0,0,0
3,307,0,2,1,2,3,1,3,1,3,1,2,2,0,0
2,307,0,1,4,0,2,1,1,1,2,1,1,2,0,0
2,266,0,1,2,0,1,2,1,1,2,1,1,2,0,0
1,307,0,2,1,0,3,2,1,1,2,1,1,4,1,1
6,266,0,2,5,7,2,2,2,2,2,1,1,3,1,1
3,307,0,2,1,2,2,1,1,1,2,1,1,3,1,1
2,307,307,1,2,0,2,1,2,1,2,1,1,2,0,0
7,292,266,2,2,5,2,2,1,1,1,1,1,1,0,0
1,307,0,1,1,2,2,3,2,3,2,1,1,2,0,0
84,200,0,1,2,0,2,1,1,1,3,1,1,3,1,1
3,266,0,1,5,0,1,3,1,1,3,1,1,2,0,0
3,266,0,3,2,4,2,1,1,1,1,1,5,3,1,1
24,266,266,2,6,7,1,2,1,1,1,1,1,4,1,1
1,299,0,3,1,4,1,2,1,2,2,1,4,3,1,1
4,266,0,1,1,7,2,2,1,1,2,1,2,1,0,0
2,265,0,1,1,7,2,1,1,1,3,1,1,3,1,1
18,285,288,1,5,7,3,2,2,2,2,1,1,2,0,0
5,307,0,2,5,0,2,1,1,1,1,1,1,4,1,1
1,307,0,2,3,5,2,3,2,3,3,1,1,4,1,1
2,266,306,2,1,7,1,3,1,3,3,1,1,2,0,0
4,266,0,1,4,0,2,2,1,2,2,1,1,1,0,0
9,141,0,2,1,0,2,3,2,3,3,1,1,3,1,1
48,307,0,2,2,5,2,1,1,1,1,1,1,4,1,1
1,307,0,2,1,2,1,1,2,1,2,1,1,3,1,1
4,266,0,2,1,3,2,2,2,1,2,1,2,3,1,1
2,299,0,2,2,4,1,2,1,1,2,1,1,2,0,0
108,307,0,1,5,7,2,3,1,3,2,1,1,2,0,1
0,292,299,3,2,5,2,2,1,2,2,1,3,1,0,0
2,266,0,3,1,3,1,1,1,1,2,1,4,2,0,0
2,283,0,3,1,4,1,2,1,2,2,1,4,4,1,1
3,307,0,3,5,0,2,1,2,1,2,1,2,3,1,1
2,128,307,2,2,7,2,1,1,1,2,1,1,2,0,0
8,307,0,2,4,5,2,1,2,1,2,1,1,4,1,1
3,307,0,1,2,7,2,1,1,1,2,1,2,2,0,0
2,266,0,2,6,7,2,2,1,1,2,1,1,2,0,0
2,307,0,1,1,5,2,2,1,2,2,1,1,3,1,1
4,266,0,2,3,6,1,1,1,1,2,1,1,2,0,0
12,307,307,2,2,3,2,3,2,3,3,1,1,1,0,0
72,78,0,2,1,2,3,1,1,1,1,1,1,2,0,0
1,266,0,2,1,7,1,2,1,2,2,1,1,2,0,0
3,307,0,1,1,7,2,1,1,1,1,1,1,1,0,0
2,307,0,2,1,7,2,2,2,2,2,1,6,3,1,1
2,307,307,2,2,0,2,2,2,1,2,1,1,4,1,1
2,20,141,3,2,5,1,2,1,2,1,1,2,2,0,0
1,128,307,2,1,2,2,1,1,1,2,1,1,3,1,1
36,306,0,3,1,3,2,1,2,1,1,1,5,4,1,1
24,141,141,1,1,0,3,1,2,1,1,1,1,1,0,0
2,307,0,1,1,2,2,2,1,2,2,1,1,2,0,0
2,292,265,2,1,2,1,2,2,2,2,1,3,0,0,0
3,307,0,3,1,2,2,1,1,1,1,1,4,3,1,1
7,307,0,2,4,0,2,2,1,2,2,1,1,3,1,1
2,265,285,1,1,0,1,2,2,2,3,1,1,1,0,0
2,266,0,1,1,0,1,2,1,1,2,1,1,3,1,1
84,192,0,1,7,0,3,1,3,1,3,1,1,3,1,1
1,307,0,2,1,0,3,1,1,1,2,1,2,2,0,0
3,307,0,1,2,0,1,2,2,2,2,1,1,1,0,0
8,218,307,2,1,2,2,1,2,1,2,1,1,2,0,0
1,307,0,2,1,7,2,3,2,3,2,1,1,2,0,0
60,111,0,2,6,0,3,2,1,1,1,1,1,1,0,0
36,307,0,2,2,0,2,1,1,2,1,1,1,4,1,1
60,307,0,2,2,7,2,1,2,1,1,1,1,3,1,1
2,307,0,3,1,2,3,2,1,1,2,1,6,2,0,0
2,292,266,2,2,7,1,3,2,3,2,1,1,2,0,0
12,307,307,2,2,7,2,1,2,2,1,1,1,4,1,1
1,299,266,3,1,7,2,2,1,2,2,1,4,1,0,0
12,307,307,2,2,0,2,2,2,1,2,1,1,4,1,1
1,265,0,3,6,7,2,2,2,2,2,1,2,1,0,0
1,71,307,2,1,7,2,3,1,3,2,1,1,3,1,1
1,39,0,1,1,0,2,2,2,2,2,1,1,2,0,0
60,307,0,1,1,5,2,1,1,1,1,1,1,4,1,1
2,32,307,1,1,2,2,2,1,1,2,1,1,2,0,0
8,307,0,1,1,0,2,1,1,1,1,1,1,4,1,1
2,307,0,1,1,7,2,2,1,2,2,1,1,4,1,1
2,307,307,1,2,0,2,1,1,1,2,1,1,3,1,1
3,307,307,1,1,2,2,2,1,2,2,1,1,2,0,0
2,307,0,2,1,3,2,2,2,2,2,1,1,2,0,0
7,247,0,1,1,2,1,1,1,1,2,1,1,3,1,1
2,266,302,2,2,4,2,2,2,1,2,1,1,1,0,0
36,179,307,1,7,0,2,3,3,3,2,1,1,3,1,1
2,307,307,2,2,7,2,2,2,1,2,1,1,4,1,1
8,285,0,1,3,4,3,1,2,1,1,1,1,1,0,0
36,251,0,2,2,7,2,1,1,1,1,1,1,4,1,1
4,307,0,2,3,7,2,2,1,2,2,1,1,2,0,0
36,266,0,2,6,7,2,1,1,1,2,1,1,4,1,1
6,213,307,2,2,7,1,1,2,1,1,1,1,3,1,1
5,247,0,2,1,5,1,2,1,2,2,1,1,1,0,0
4,179,0,2,2,0,2,1,1,1,2,1,1,3,1,1
1,307,0,2,1,0,2,2,1,2,2,1,1,3,1,1
2,307,307,1,2,0,2,1,2,1,2,1,1,2,0,0
1,307,0,3,1,2,2,2,1,2,2,1,6,0,0,0
2,31,189,1,1,2,2,2,1,2,2,1,1,1,0,0
8,273,0,2,6,7,2,2,1,2,2,1,1,4,1,1
5,266,0,1,1,7,1,2,1,2,2,1,2,4,1,1
14,266,0,1,2,7,2,1,1,1,1,1,1,4,1,1
5,307,0,1,1,5,3,1,1,1,1,1,1,2,0,0
3,307,0,2,1,5,2,1,1,1,3,1,1,4,1,1
84,109,0,2,3,7,2,1,3,1,2,1,1,2,0,0
5,266,299,2,2,3,1,2,1,1,2,1,1,3,1,1
3,265,0,1,1,7,1,2,1,2,2,1,1,1,0,0
3,266,0,3,2,5,2,3,2,3,3,1,3,1,0,0
10,299,0,1,1,7,3,3,3,2,2,1,1,1,0,0
1,307,307,1,2,0,2,2,2,2,2,1,1,2,0,0
1,243,0,1,1,2,2,2,1,2,2,1,1,1,0,0
36,178,0,2,2,0,1,3,3,3,1,1,1,1,0,0
13,292,285,1,5,7,3,1,1,1,2,1,1,1,0,0
96,69,0,2,2,5,1,1,2,1,1,1,1,0,0,0
12,266,0,2,1,0,2,1,1,1,1,1,3,4,1,1
1,307,0,2,7,0,1,2,1,2,2,1,1,2,0,0
1,265,264,2,1,7,2,2,2,2,2,1,1,1,0,0
7,266,0,1,1,7,3,1,1,1,2,1,1,4,1,1
80,265,0,2,2,6,2,1,2,1,1,1,1,4,1,1
2,266,0,2,4,6,1,2,1,1,2,1,1,2,0,0
11,307,0,2,5,7,2,3,2,1,3,1,1,4,1,1
0,307,0,2,4,7,1,2,2,2,2,1,1,2,0,0
12,265,0,2,1,4,2,1,2,1,1,1,1,4,1,1
3,266,0,1,3,0,2,1,1,1,2,1,1,1,0,0
2,307,0,2,4,7,1,1,1,3,2,1,1,2,0,0
2,266,0,1,3,0,3,3,1,3,3,1,2,2,0,0
5,266,0,3,1,2,2,2,1,1,2,1,7,4,1,1
1,76,218,2,1,7,2,1,1,1,1,1,1,4,1,1
8,266,0,1,7,0,2,1,1,1,3,1,1,2,0,0
0,266,0,3,1,2,1,3,1,3,3,1,3,0,0,0
48,179,307,2,2,0,1,3,2,1,1,1,1,3,1,1
2,265,0,2,7,0,1,3,2,1,3,1,1,1,0,0
4,307,0,2,2,0,2,1,1,1,2,1,1,3,1,1
2,266,0,3,1,4,1,2,1,2,2,1,2,2,0,0
4,307,103,2,1,2,3,1,2,1,1,1,1,2,0,0
1,205,307,1,2,5,1,1,2,1,2,1,3,1,0,0
84,213,213,2,7,0,2,1,2,1,1,1,1,2,0,0
4,266,0,2,1,0,2,1,1,1,2,1,1,2,0,0
4,307,307,2,1,4,2,1,2,1,1,1,1,4,1,1
4,307,0,1,1,2,2,2,1,2,2,1,1,1,0,0
4,307,0,2,1,4,2,1,2,1,1,1,1,2,0,0
1,265,265,3,7,0,1,2,2,2,3,1,3,4,1,1
27,265,0,2,3,5,3,1,2,1,3,1,1,4,1,1
10,189,0,2,1,0,3,1,1,1,2,1,1,1,0,0
24,307,307,3,2,0,2,1,1,1,1,1,2,1,0,0
4,299,0,1,2,5,2,3,3,1,3,1,1,0,0,0
9,254,0,2,1,4,2,1,2,1,2,1,1,2,0,0
4,266,0,1,1,4,1,3,1,3,3,1,3,4,1,1
3,265,266,1,1,6,1,2,2,1,2,1,2,2,0,0
4,307,0,2,2,0,2,1,1,1,2,1,1,3,1,1
6,128,20,1,2,5,2,1,1,1,2,1,1,3,1,1
12,266,0,2,6,0,2,1,1,1,1,1,1,2,0,0
15,266,0,1,2,7,2,1,1,1,1,1,1,3,1,1
2,266,266,2,1,3,1,2,1,2,2,1,1,2,0,0
2,141,128,1,1,2,1,1,1,3,2,1,1,1,0,0
3,276,285,2,2,3,1,2,2,1,2,1,1,2,0,0
10,285,265,1,1,7,3,3,3,1,2,1,1,4,1,1
2,266,0,2,1,6,1,2,1,2,2,1,1,1,0,0
1,265,0,1,1,7,1,2,2,2,2,1,1,2,0,0
1,266,0,2,1,2,1,2,1,2,2,1,3,1,0,0
1,247,299,1,1,6,2,2,1,1,2,1,1,2,0,0
1,266,0,3,1,4,2,2,1,1,2,1,5,2,0,0
1,265,265,2,2,5,1,2,2,2,2,1,1,3,1,1
2,266,0,1,1,7,2,2,1,2,2,1,1,2,0,0
0,266,0,3,1,3,1,2,1,2,2,1,4,3,1,1
5,307,0,2,1,2,2,1,1,1,1,1,2,3,1,1
2,266,266,3,1,7,1,2,1,1,2,1,3,3,1,1
4,266,0,2,6,0,2,2,2,2,1,1,1,1,0,0
2,307,0,1,1,7,2,2,2,2,2,1,3,4,1,1
12,264,0,3,1,7,3,2,3,2,2,1,3,3,1,1
2,266,0,1,2,7,1,2,1,1,2,1,1,3,1,1
0,307,0,3,1,2,2,2,2,3,2,1,3,1,0,0
7,307,0,2,2,6,1,1,1,1,1,1,3,4,1,1
5,266,0,2,1,6,2,1,2,1,3,1,1,2,0,0
1,307,307,2,1,2,2,2,2,2,2,1,1,3,1,1
2,265,0,3,1,2,1,2,2,2,2,1,2,1,0,0
24,109,307,2,2,0,3,1,2,1,1,1,1,4,1,1
2,266,0,1,2,3,2,2,1,2,2,1,1,3,1,1
0,266,0,3,1,2,2,2,1,2,2,1,5,3,1,1
11,307,141,3,1,2,2,3,1,3,3,1,5,4,1,1
12,303,0,2,1,2,2,2,1,2,2,1,1,2,0,0
12,307,0,3,2,0,2,1,2,1,1,1,2,4,1,1
3,289,266,2,6,0,2,2,2,2,2,1,1,3,1,1
4,307,0,3,4,5,2,1,2,1,2,1,2,3,1,1
0,20,0,1,1,2,2,3,1,3,3,1,1,3,1,1
4,265,0,2,4,0,1,2,1,2,2,1,1,2,0,0
2,266,0,2,6,7,1,2,1,2,2,1,1,1,0,0
1,266,0,2,2,3,1,2,1,2,2,1,1,2,0,0
1,266,0,2,2,7,3,2,1,1,3,1,1,2,0,0
2,307,0,3,1,2,2,2,1,2,2,1,4,2,0,0
9,119,204,1,1,7,2,1,2,1,3,1,1,3,1,1
12,266,285,3,2,5,2,2,2,2,2,1,3,4,1,1
0,299,265,1,2,3,2,2,2,2,2,1,1,1,0,0
1,21,21,1,1,3,2,2,1,2,2,1,5,3,1,1
1,307,0,1,1,2,2,2,1,2,3,1,6,3,1,1
1,307,0,3,1,2,2,2,2,2,2,1,3,4,1,1
3,307,0,2,5,0,2,1,2,3,2,1,1,2,0,0
55,266,0,2,1,4,3,1,1,1,1,1,3,4,1,1
1,265,266,3,1,4,1,2,2,2,2,1,4,2,0,0
2,307,0,2,1,2,2,2,1,1,2,1,1,3,1,1
12,266,265,3,5,6,2,3,1,3,3,1,9,2,0,1
24,152,0,2,2,0,1,3,1,3,3,1,1,2,0,0
24,39,0,1,1,7,2,3,3,3,1,1,1,1,0,0
2,117,307,2,1,0,2,1,1,1,1,1,1,3,1,1
1,307,0,2,1,2,2,2,1,1,2,1,1,2,0,0
3,307,307,1,7,0,2,1,2,1,2,1,1,3,1,1
24,264,0,1,7,0,2,3,2,3,2,1,1,3,1,1
1,265,0,2,1,4,2,2,3,1,2,1,1,2,0,0
60,285,0,1,3,0,2,1,2,1,2,1,1,4,1,1
12,265,0,1,7,0,2,2,2,2,2,1,1,2,0,0
24,307,0,2,5,0,2,1,1,1,1,1,1,3,1,1
4,109,307,2,2,0,2,1,3,1,1,1,1,4,1,1
3,265,0,1,3,0,1,2,2,2,2,1,1,1,0,0
2,307,0,2,1,0,2,2,1,1,2,1,1,3,1,1
2,266,0,2,4,7,1,2,1,2,2,1,1,3,1,1
27,307,0,2,2,7,1,1,1,1,1,1,1,1,0,0
8,213,307,1,1,0,1,1,3,1,1,1,1,3,1,1
18,266,0,2,1,3,2,2,1,2,1,1,1,4,1,1
32,141,141,2,3,0,3,2,1,2,2,1,1,1,0,0
4,254,265,2,1,3,2,2,2,2,2,1,1,1,0,0
6,266,0,1,2,7,2,2,1,2,2,1,2,4,1,1
12,307,0,2,2,0,2,1,1,1,3,1,1,4,1,1
3,266,0,3,1,2,2,2,1,2,2,1,2,2,0,0
2,307,0,1,2,0,2,1,1,1,2,1,1,4,1,1
2,265,265,3,1,4,2,2,2,2,2,1,4,4,1,1
2,307,0,2,1,5,2,2,1,2,2,1,3,4,1,1
5,266,0,1,2,3,2,2,1,2,2,1,1,1,0,0
5,265,0,2,5,6,2,2,1,2,2,1,2,4,1,1
48,173,0,1,2,7,3,1,1,1,1,1,1,4,1,1
1,307,0,2,1,2,2,1,1,1,2,1,1,3,1,1
2,264,0,3,1,3,1,2,2,2,2,1,2,2,0,0
5,266,0,2,1,2,2,2,1,2,2,1,1,2,0,0
2,266,266,1,1,2,1,2,1,2,2,1,1,3,1,1
18,307,307,2,1,5,2,2,2,2,1,1,2,4,1,1
1,289,264,2,5,6,2,2,3,1,2,1,1,1,0,0
11,109,307,2,2,7,2,1,2,1,1,1,1,3,1,1
2,307,0,2,2,5,2,2,2,2,2,1,4,2,0,0
3,307,0,1,1,0,2,2,1,1,2,1,1,1,0,0
10,125,39,2,1,7,2,1,2,1,1,1,1,2,0,0
2,307,307,1,1,2,1,1,2,1,2,1,1,4,1,1
4,266,0,1,2,6,2,1,2,1,2,1,1,4,1,1
1,265,0,3,5,7,1,2,2,2,2,1,2,1,0,0
3,282,283,1,1,3,2,2,2,1,2,1,2,4,1,1
3,266,285,2,1,7,2,1,2,1,2,1,1,1,0,0
24,49,307,2,1,5,2,1,2,2,1,1,1,2,0,0
4,242,252,3,1,2,3,1,3,1,2,1,2,4,1,1
4,307,0,2,1,7,2,1,1,1,1,1,1,1,0,0
2,265,0,1,2,7,1,2,1,2,2,1,1,2,0,0
8,128,0,2,2,7,1,1,1,1,2,1,1,3,1,1
4,307,0,3,2,0,2,2,1,2,2,1,5,3,1,1
1,307,0,3,1,2,1,2,1,2,2,1,6,3,1,1
7,231,307,2,2,7,2,3,2,3,3,1,1,3,1,1
15,307,0,2,2,7,3,1,1,1,1,1,1,4,1,1
36,179,0,1,7,0,1,3,1,3,3,1,1,3,1,1
4,307,76,2,1,2,2,1,1,1,2,1,1,3,1,1
1,307,0,2,1,2,2,2,2,2,2,1,1,2,0,0
9,266,0,1,1,2,2,1,1,1,1,1,1,1,0,0
1,266,0,2,4,0,1,2,1,2,2,1,1,1,0,0
17,266,0,3,1,2,2,2,1,1,1,1,4,4,1,1
24,1,0,3,4,0,2,1,1,1,1,1,2,4,1,1
3,266,266,2,1,4,1,2,1,1,2,1,1,0,0,0
12,265,292,1,2,6,2,1,2,1,1,1,1,4,1,1
3,266,265,2,1,4,2,2,1,1,2,1,4,2,0,0
36,205,0,2,2,7,1,1,3,1,2,1,1,3,1,1
2,200,307,2,2,0,2,3,1,3,2,1,1,3,1,1
10,218,128,2,2,7,1,3,1,3,1,1,1,2,0,0
3,266,0,2,2,3,2,2,1,2,2,1,1,2,0,0
2,307,0,1,1,5,2,2,2,2,2,1,1,3,1,1
2,292,0,1,2,5,2,2,2,1,2,1,1,3,1,1
72,249,272,1,3,0,3,1,1,1,1,1,1,2,0,0
2,265,265,1,7,0,2,1,2,1,2,1,1,2,0,0
2,307,0,2,1,2,2,1,2,1,2,1,1,3,1,1
2,266,0,1,2,7,1,2,2,2,2,1,1,1,0,0
3,299,0,2,3,0,2,2,1,1,2,1,1,2,0,0
2,307,0,1,1,2,1,2,1,2,2,1,1,4,1,1
15,179,179,2,5,0,2,1,1,1,2,1,1,4,1,1
3,307,0,1,4,7,2,2,1,2,2,1,1,3,1,1
2,266,0,1,2,7,2,2,1,1,2,1,1,2,0,0
36,103,0,2,1,0,3,3,2,1,2,1,1,1,0,0
12,265,0,1,1,7,2,1,2,1,1,1,1,1,0,0
12,307,0,2,2,0,2,3,2,3,1,1,1,4,1,1
24,189,0,1,1,2,3,2,1,1,1,1,1,2,0,0
54,205,0,1,6,7,1,3,2,3,2,1,1,2,0,0
5,307,0,2,2,0,2,1,1,1,1,1,1,4,1,1
60,19,0,2,1,2,2,1,1,1,1,1,1,2,0,0
4,307,0,2,2,0,2,2,1,1,2,1,1,2,0,0
48,119,0,1,6,7,3,3,3,3,3,1,1,1,0,0
7,72,307,2,5,0,2,1,1,1,1,1,1,1,0,0
9,299,0,2,1,2,2,1,2,1,1,1,1,4,1,1
2,307,0,2,5,0,2,2,1,2,2,1,2,0,0,0
1,307,307,2,2,0,2,1,2,1,2,1,1,3,1,1
4,264,0,2,1,2,3,1,3,1,1,1,1,1,0,0
36,205,0,2,2,7,1,1,3,1,1,1,1,1,0,0
4,307,0,2,1,2,2,1,1,1,1,1,1,4,1,1
3,307,0,2,1,2,2,2,2,2,2,1,1,4,1,1
2,285,0,1,1,4,2,2,3,1,2,1,2,3,1,1
3,264,266,3,4,5,2,2,2,2,2,1,4,2,0,0
3,179,307,1,1,0,3,3,2,1,2,1,1,1,0,0
12,254,0,2,1,4,2,1,2,1,1,1,1,4,1,1
1,266,0,3,1,4,2,2,1,1,2,1,4,4,1,1
2,218,307,2,1,2,2,2,1,2,2,1,1,2,0,0
5,254,266,2,1,4,2,2,2,1,2,1,1,1,0,0
12,307,307,2,2,0,2,2,1,1,2,1,1,4,1,1
3,252,0,2,2,5,1,3,1,3,3,1,1,4,1,1
1,307,0,2,4,0,2,2,2,2,2,1,2,4,1,1
4,266,0,1,1,6,2,2,1,2,2,1,1,1,0,0
2,307,307,1,2,7,2,2,2,1,2,1,1,2,0,0
1,266,0,2,7,0,1,2,1,2,2,1,1,3,1,1
3,266,0,3,1,2,1,2,1,2,2,1,3,4,1,1
5,307,0,1,1,2,2,1,1,1,1,1,1,2,0,0
36,100,0,2,4,0,1,2,1,2,3,1,1,1,0,0
2,307,0,2,5,7,2,2,1,2,3,1,1,0,0,0
12,266,265,3,6,7,2,1,2,1,1,1,3,0,0,0
6,266,0,2,1,7,1,3,1,3,3,1,1,2,0,0
2,218,307,2,1,2,2,1,1,1,2,1,1,3,1,1
84,205,0,1,2,7,2,3,2,1,2,1,1,2,0,0
3,265,266,3,1,2,1,2,2,2,2,1,3,1,0,0
2,307,0,2,1,2,2,2,2,1,2,1,1,2,0,0
2,307,307,2,1,2,2,2,1,2,2,1,2,1,0,0
12,266,0,1,2,5,2,2,1,2,2,1,1,1,0,0
3,265,0,1,1,0,1,1,2,1,2,1,1,2,0,0
2,307,0,2,1,2,2,1,2,1,2,1,2,4,1,1
36,307,0,2,2,0,2,1,1,1,1,1,1,4,1,1
5,39,188,1,1,7,2,1,2,1,2,1,1,3,1,1
5,266,0,3,6,7,1,1,1,1,1,1,2,4,1,1
24,266,0,2,1,7,2,1,1,1,2,1,1,3,1,1
24,264,264,1,7,0,3,1,3,1,1,1,1,1,0,0
7,288,299,2,2,7,1,3,2,3,2,1,1,2,0,0
2,303,266,1,1,2,1,2,2,2,2,1,1,2,0,0
12,266,0,2,1,0,2,3,2,3,3,1,1,4,1,1
1,307,0,2,1,0,2,2,1,2,2,1,5,4,1,1
1,265,0,3,1,6,2,2,2,2,2,1,3,1,0,0
6,266,0,2,7,0,2,1,1,1,2,1,1,1,0,0
1,266,0,1,1,7,2,2,1,1,2,1,1,3,1,1
2,266,0,2,7,0,2,1,1,1,2,1,1,2,0,0
1,307,0,2,1,2,2,1,1,1,1,1,1,4,1,1
5,299,0,1,1,6,2,2,1,1,1,1,1,2,0,0
2,307,0,1,1,5,2,1,1,1,2,1,1,1,0,0
1,264,266,2,1,2,1,2,2,2,2,1,1,2,0,0
2,307,307,1,1,2,2,2,2,1,2,1,1,2,0,0
24,307,0,1,1,0,2,1,1,1,1,1,1,3,1,1
2,307,0,3,1,2,3,2,1,2,2,1,6,3,1,1
2,307,0,1,1,2,2,1,1,1,1,1,2,4,1,1
1,266,0,3,1,4,1,2,1,2,2,1,4,2,0,0
12,307,0,2,2,0,2,1,2,1,1,1,1,4,1,1
3,266,266,2,1,6,2,1,1,1,2,1,1,1,0,0
2,266,0,1,7,0,2,2,1,2,2,1,2,2,0,0
4,265,0,2,2,6,1,2,2,2,2,1,1,4,1,1
4,265,0,2,1,2,2,2,2,1,2,1,1,4,1,1
3,18,0,2,1,4,1,3,1,3,3,1,1,4,1,1
2,264,0,3,1,2,3,2,3,2,2,1,4,4,1,1
1,307,0,3,1,2,1,2,1,1,2,1,9,2,0,1
48,179,0,2,5,0,1,1,2,1,1,1,1,2,0,0
1,265,0,1,1,6,1,2,2,2,2,1,1,1,0,0
8,285,252,2,2,7,2,1,2,1,2,1,1,4,1,1
4,266,0,1,1,0,2,1,1,1,1,1,1,3,1,1
9,307,307,1,2,5,2,2,1,1,2,1,1,2,0,0
36,266,0,1,2,0,2,1,2,1,1,1,1,3,1,1
20,299,0,1,1,6,2,1,1,1,1,1,1,4,1,1
36,205,0,2,1,2,1,1,2,1,2,1,1,2,0,0
2,109,307,2,1,2,2,1,2,1,2,1,4,0,0,0
2,307,0,1,2,7,1,3,1,3,3,1,1,4,1,1
2,307,0,1,2,7,2,1,1,1,2,1,1,1,0,0
3,307,0,1,5,7,2,1,1,1,2,1,1,2,0,0
36,20,0,1,1,2,2,3,2,3,2,1,1,2,0,0
9,307,0,2,1,2,2,1,1,1,1,1,1,4,1,1
2,307,0,2,2,0,2,1,1,1,1,1,1,2,0,0
2,307,0,2,1,2,2,3,1,3,2,1,1,3,1,1
